Array Design Name	Affymetrix GeneChip Human Genome U95D [HG_U95D]
Comment[AdditionalFile:CDF]	HG_U95D.CDF
Version	1.0
Provider	Affymetrix, Inc. (support@affymetrix.com)
Comment[ArrayExpressAccession]	A-AFFY-12
Comment[SubmittedName]	Affymetrix GeneChip Human Genome U95D [HG_U95D]
Technology Type	in_situ_oligo_features
Technology Type Term Accession Number	#in_situ_oligo_features
Technology Type Term Source REF	The MGED Ontology
Surface Type	unknown_surface_type
Term Source Name	The MGED Ontology	affymetrix_netaffx	blocks	cp450	ec	embl	ensembl	entrez_protein	gpcrdb	interpro	kegg	locus	mgd	omim	pfam	pkr_hanks	refseq	scop	swall	unigene
74361_at	74361_at	AI015772					74361_at													
74363_at	74363_at	AW024339					74363_at							Hs.370494						
74365_r_at	74365_r_at	AI818003					74365_r_at							Hs.233353						
74367_at	74367_at	AI989468	Q9BSG2				74367_at							Hs.233354						
74369_at	74369_at	AW014571					74369_at													
74371_at	74371_at	AA569032					74371_at							Hs.233364						
74376_at	74376_at	AW001036					74376_at							Hs.424890						
74378_at	74378_at	AW024742					74378_at							Hs.414751						
74381_at	74381_at	AW007063					74381_at							Hs.66915						
74383_at	74383_at	AA077640					74383_at							Hs.311472						
74385_s_at	74385_s_at	AW005042	Q99639		NM_003169	Supt5	w12878_g_at		6829	IPR005100	IPB002190		2723380	Hs.70186	ENSG00000105194	602102				
74388_r_at	74388_r_at	AI984301					74388_r_at													
74389_at	74389_at	AA503007					74389_at							Hs.233377						
74392_at	74392_at	AW004786					74392_at							Hs.233378						
74394_at	74394_at	AA534530					74394_at							Hs.370471						
74397_at	74397_at	AA608656					74397_at							Hs.370432						
74399_at	74399_at	AW007449					74399_at							Hs.233382						
74401_at	74401_at	AA815413					74401_at							Hs.233385						
74403_at	74403_at	AW015135					74403_at							Hs.432853						
74405_at	74405_at	AW008847	Q8NAI8				74405_at							Hs.50755						
74407_at	74407_at	AI073470					74407_at							Hs.233388						
74409_at	74409_at	AI138862					74409_at							Hs.233389						
74411_at	74411_at	AI202206					74411_at							Hs.270775						
74413_at	74413_at	AI199384					74413_at													
74415_r_at	74415_r_at	AI244208					74415_r_at							Hs.370469						
74418_r_at	74418_r_at	AW024653	Q9HAG1		NM_024892	SH2	74418_r_at		79952	IPR000980			18466802	Hs.233395	ENSG00000170339					
74419_at	74419_at	AI290325					74419_at													
74422_at	74422_at	AI299404					74422_at							Hs.370475						
74424_at	74424_at	AW024223					74424_at							Hs.233398						
74426_at	74426_at	AI360953	Q9Y358		NM_015997		74426_at		51093				4929553	Hs.5056	ENSG00000143303					
74428_at	74428_at	AW005628					74428_at							Hs.371249						
74431_f_at	74431_f_at	AW016308					74431_f_at							Hs.233404						
74433_at	74433_at	AI989503					74433_at							Hs.233405						
74435_at	74435_at	AI655573					74435_at							Hs.345389						
74437_at	74437_at	AI670939					74437_at							Hs.233407						
74439_at	74439_at	AI990596					74439_at							Hs.233408						
74441_at	74441_at	AI991305					74441_at							Hs.370409						
74442_at	74442_at	AI674073					74442_at							Hs.92145						
74444_at	74444_at	AI680810					74444_at							Hs.47209						
74446_at	74446_at	AI968462					74446_at													
74447_at	74447_at	AW016621	P50539		NM_130439	HLH	AF003008_at		4601	IPR001092	IPB003015		1709193	Hs.118630	ENSG00000119950	600020				
74449_at	74449_at	AI792636	Q9BY80	d1ijya_	NM_012193	Fz	U43317_s_at		8322	IPR000832	IPB000024		22547161	Hs.19545	ENSG00000174804	604579				
74451_at	74451_at	AI808408					74451_at							Hs.370446						
74453_at	74453_at	AW009534					74453_at							Hs.233419						
74454_at	74454_at	AI866623	Q96BE7		NM_144982		74454_at		196441				24649638	Hs.245383						
74456_r_at	74456_r_at	AI970474					74456_r_at													
74457_at	74457_at	AI867751					74457_at							Hs.345382						
74464_at	74464_at	AW002273					74464_at							Hs.233425						
74466_at	74466_at	AI989395					74466_at							Hs.233427						
74467_at	74467_at	H44060	P51843	d1k7la_	NM_000475	hormone_rec	74467_at		190	IPR000536	PR00398		7513220	Hs.87836		300200				
74468_at	74468_at	H50653					74468_at							Hs.414721						
74470_at	74470_at	AI986400					74470_at							Hs.233434						
74472_at	74472_at	H91914	Q96IE7		NM_014921	OLF	1367996_a_at		22859	IPR003924	IPB000203		7662324	Hs.107054	ENSG00000072071					
74474_at	74474_at	AI978941	Q9P224				74474_at		57638					Hs.432819	ENSG00000102892					
74477_at	74477_at	AA005422					74477_at							Hs.233437						
74480_at	74480_at	AI990020	Q96MZ0	d1e6ba2	NM_024034	GST_N	74480_at		78997	IPR004045		4.5.1.3	21362080	Hs.20977	ENSG00000124194					
74482_at	74482_at	AW025586					74482_at							Hs.233458						
74484_at	74484_at	AW015800					74484_at							Hs.233464						
74486_at	74486_at	AW006646	Q8NAW2				74486_at							Hs.376617						
74489_at	74489_at	AI989893					74489_at							Hs.356757						
74490_at	74490_at	T70261					74490_at							Hs.233483						
74492_at	74492_at	AA420514					74492_at							Hs.369393						
74494_at	74494_at	AW003745					74494_at													
74496_at	74496_at	AW014742					74496_at							Hs.233505						
74498_at	74498_at	AI991219					74498_at							Hs.332981						
74501_at	74501_at	AA213475					74501_at													
74503_r_at	74503_r_at	H88666					74503_r_at													
74505_r_at	74505_r_at	AI969173					74505_r_at													
74508_at	74508_at	AW015038	Q8NF15		NM_032409	pkinase	1451148_at		65018	IPR001245	IPB003527		20381329	Hs.6163	ENSG00000158828				TSR-1	
74510_at	74510_at	AL037666					74510_at							Hs.233539						
74512_at	74512_at	AI985387	BAC23111				74512_at		169675					Hs.200916						
74513_at	74513_at	AA913927	Q96DB6		NM_015200		74513_at		23244				22094121	Hs.31921						
74515_at	74515_at	AW006045					74515_at							Hs.414670						
74517_at	74517_at	AI968175	Q9C0I7				C76438_rc_at		80312					Hs.156905						
74519_s_at	74519_s_at	AI968204	Q92973	d1qbkb_	NM_153188	IBN_NT	AA119213_f_at		3842	IPR001494	IPB000135		23510379	Hs.168075	ENSG00000083312	602901				
74522_at	74522_at	AI968234	Q96AT7		NM_001516	Tfb4	74522_at		2967	IPR004600			19923732	Hs.30724	ENSG00000111358	601750				
74524_at	74524_at	AI766037	Q15554	d1h6pa_	NM_005652	myb_DNA-binding	AF003000_s_at		7014	IPR001005			5032169	Hs.100030	ENSG00000132604	602027				
74526_at	74526_at	AA136732	Q9UE89	d2btfa1	NM_001101	actin	rc_AI179012_s_at		60	IPR004001	IPB004000		63018	Hs.288061	ENSG00000075624	102630				
74528_s_at	74528_s_at	AI738494	Q9UE79	d2irfg_	NM_004031	IRF	U73037_s_at		3665	IPR001346	IPB001359		4758610	Hs.166120	ENSG00000070054	605047				
74530_s_at	74530_s_at	AI968498	Q96LH8		NM_144703		74530_s_at		149986				21389609	Hs.158470						
74531_s_at	74531_s_at	AI968892					74531_s_at							Hs.433517						
74533_at	74533_at	AA507228	AAH29516		NM_003284	TP1	X12521_f_at		7141	IPR001319	IPB001319		4507629	Hs.3017	ENSG00000118245	190231				
74534_at	74534_at	AI968906	AAH29516		NM_003284	TP1	Msa.2499.0_f_at		7141	IPR001319	IPB001319		4507629	Hs.3017	ENSG00000118245	190231				
74535_at	74535_at	H44597	Q03252		NM_032737	filament	x54098-2_s_at		84823	IPR001664			23503078	Hs.76084		150341				
74536_i_at	74536_i_at	AI969632	AAH40071	d1c3d__	NM_000014	A2M_N	rc_AA900582_at		2	IPR001599	IPB001134		4557225	Hs.74561	ENSG00000012433	103950				
74537_f_at	74537_f_at	AI969632	P01023	d1c3d__	NM_000014	A2M_N	1367794_at		2	IPR001599	IPB001134		4557225	Hs.74561	ENSG00000012433	103950				
74538_at	74538_at	AI766666	Q9NXH4				74538_at		54865	IPR000467				Hs.405871	ENSG00000160818					
74539_g_at	74539_g_at	AI766666	Q9NXH4				74539_g_at		54865	IPR000467				Hs.405871	ENSG00000160818					
74541_at	74541_at	AI969879	Q96IY0		NM_145310		74541_at		9204		IPB000006		6005978	Hs.236894						
74543_s_at	74543_s_at	AA251386					74543_s_at							Hs.356060						
74544_at	74544_at	AI769930					74544_at							Hs.233617						
74546_s_at	74546_s_at	AI970473					74546_s_at							Hs.156326						
74548_at	74548_at	AI970546	P36776	d1jr3a2	NM_004793	AAA	rc_AI011610_at		9361	IPR003959	PR00364	3.4.21.53	631285	Hs.350265	ENSG00000141999	605490				
74551_at	74551_at	AI439267	Q9Y4R1	d1bkra_	NM_015180	spectrin	74551_at		23224	IPR005613			24417711	Hs.57749						
74553_f_at	74553_f_at	AI970741	Q9NR12		NM_005451	PDZ	1417959_at		9260	IPR001781	PR01217		4235389	Hs.102948	ENSG00000160846	605903				
74555_at	74555_at	AI587314	AAH36737	d1a9nb_	NM_003092	rrm	Msa.1939.0_g_at		6629	IPR000504	IPB000504		4507123	Hs.82575	ENSG00000125870	603520				
74557_s_at	74557_s_at	AI739473	Q15392	d1diqa2	NM_014762	FAD_binding_4	74557_s_at		1718	IPR006094		1.1.3.8	6630632	Hs.75616	ENSG00000116133	606418				
74560_f_at	74560_f_at	AI719710	Q9BSQ6	d1jj2i_	NM_012423	Ribosomal_L13	Msa.3380.0_f_at		23521	IPR005822	IPB001074		13436173	Hs.389335						
74562_f_at	74562_f_at	AI971358	O15077	d1fcha_	NM_014639	TPR	74562_f_at		9652	IPR001440		2.1.1.80	21410195	Hs.170098	ENSG00000090984					
74564_at	74564_at	AI808864	Q9H9B1	d1ihba_	NM_024757	ank	74564_at		79813	IPR002110	PR01415	3.5.1.2	21314722	Hs.127236	ENSG00000165823	607001				
74566_at	74566_at	AI440424	P22692	d1icfi_	NM_001552	thyroglobulin_1	x81582_f_at		3487	IPR000867	IPB000716		10835021	Hs.1516	ENSG00000141753	146733				
74568_at	74568_at	AI971916					74568_at							Hs.233657						
74571_s_at	74571_s_at	AI972237	P07451	d1flja_	NM_005181	carb_anhydrase	1449434_at		761	IPR001148	IPB001148	4.2.1.1	4885099	Hs.82129	ENSG00000164879	114750	MAP00910			
74573_at	74573_at	AI972253	O15118		NM_000271	Patched	AF003348_g_at		4864	IPR003392		1.1.1.34	4557803	Hs.76918	ENSG00000141458	257220				
74575_at	74575_at	AI377457	Q9Y259		NM_152253	Choline_kinase	102026_s_at		1120	IPR002573	IPB002573	2.7.1.32	6978649	Hs.154886			MAP00561			
74577_s_at	74577_s_at	AI798743	Q99638		NM_004584	Rad9	93522_at		5883				15928780	Hs.240457	ENSG00000172613	603761				
74579_s_at	74579_s_at	AI972925	O15441		NM_021112		U35846_s_at		8539				5729730	Hs.227913	ENSG00000166181					
74582_s_at	74582_s_at	AA046021	P24863	d1jkw_1	NM_005190	cyclin	U62638_s_at		892	IPR004366	IPB000553		4885119	Hs.118442	ENSG00000112237	123838				
74584_at	74584_at	AI973186	Q9Y2Q3		NM_015917	HCCA_isomerase	74584_at		51064	IPR004287			7705704	Hs.279952	ENSG00000106141					
74587_g_at	74587_g_at	AI973186	Q9Y2Q3		NM_015917	HCCA_isomerase	74587_g_at		51064	IPR004287			7705704	Hs.279952	ENSG00000106141					
74589_at	74589_at	AI926538					74589_at							Hs.380983						
74593_at	74593_at	AI973225	Q15272		NM_003318	pkinase	74593_at		7272	IPR001245	IPB000494	2.7.1	346403	Hs.169840	ENSG00000112742	604092			TTK	
74596_s_at	74596_s_at	AI978559	Q96H02		NM_014909		74596_s_at		22846				7662454	Hs.155182	ENSG00000071246					
74597_at	74597_at	AI978701	O95777	d1i8fa_	NM_016200	Sm	74597_at		51691	IPR001163	IPB001163		7706425	Hs.241578	ENSG00000128534	607288				
74600_g_at	74600_g_at	AI978701	O95777	d1i8fa_	NM_016200	Sm	74600_g_at		51691	IPR001163	IPB001163		7706425	Hs.241578	ENSG00000128534	607288				
74602_s_at	74602_s_at	AI978851	P14317	d1sema_	NM_005335	SH3	74602_s_at		3059	IPR001452	PR00499		4885405	Hs.14601		601306				
74604_r_at	74604_r_at	N25252	P53999	d1pcfa_	NM_006713	PC4	161508_at		10923	IPR003173	IPB003173		19923784	Hs.349506	ENSG00000113387	600503				
74605_at	74605_at	AI979069	O43567		NM_007282	zf-C3HC4	170415_r_at		11342	IPR001841	IPB003137		6005864	Hs.6900	ENSG00000082996					
74607_at	74607_at	AI983398	P56470	d2gala_	NM_006149	Gal-bind_lectin	M73553_at		3960	IPR001950	IPB001079		5882169	Hs.5302	ENSG00000171747	602518				
74609_at	74609_at	AA112121	Q9NPE3		NM_018648	Nop10p	aa254740_s_at		55505				20474966	Hs.14317	ENSG00000134158	606471				
74611_s_at	74611_s_at	AI983615	P01028	d1bv8a_	NM_007293	NTR	74611_s_at		720	IPR002890	IPB000020		14577919	Hs.170250	ENSG00000166308	120810				
74612_s_at	74612_s_at	R54450	P11274	d2ngrb_	NM_021574	RhoGEF	74612_s_at		613	IPR001849	IPB001331		487345	Hs.234799	ENSG00000169364	151410				
74613_s_at	74613_s_at	H94367	P07919		NM_006004	UCR_hinge	1453229_s_at		7388	IPR003422	IPB003422		5174745	Hs.73818	ENSG00000162457					
74618_s_at	74618_s_at	AA953437	Q9H116				74618_s_at		64412	IPR000822				Hs.28921						
74620_s_at	74620_s_at	AA912199					74620_s_at							Hs.126373						
74622_at	74622_at	AI985909	Q13424	d1be9a_	NM_003098	PH	74622_at		6640	IPR001478	IPB001478		2134743	Hs.31121	ENSG00000101400	601017				
74624_r_at	74624_r_at	AI985990	Q8NDW4				74624_r_at		57209					Hs.25275						
74626_at	74626_at	AI986085	Q96MV4	d1jata_	NM_017582	UQ_con	113989_at		55585	IPR000608			21361607	Hs.337078						
74628_g_at	74628_g_at	AI986085	Q9UGL6	d1jata_	NM_017582	UQ_con	74628_g_at		55585	IPR000608			21361607	Hs.337078						
74630_r_at	74630_r_at	AA995791					74630_r_at							Hs.244760						
74631_f_at	74631_f_at	AI745454	P15880	d1pkp_2	NM_002952	Ribosomal_S5_C	Msa.1150.0_f_at		6187	IPR005711	IPB000817		15055539	Hs.356360		603624				
74633_at	74633_at	AI986430	Q03169		NM_006291		Msa.1583.0_s_at		7127				6678375	Hs.101382	ENSG00000100660	603300				
74635_at	74635_at	AI989454	O75100	d1jvpp_	NM_052827	pkinase	74635_at		1017	IPR002290	IPB003605	3.1.13.4	3551191	Hs.19192	ENSG00000123374	116953			Cdk2	
74637_at	74637_at	AI989458	O15533		NM_172209		162104_f_at		6892	IPR003006	IPB003006		5016097	Hs.370937	ENSG00000112493	601962				
74639_at	74639_at	AI989463	O60262	d1tbge_	NM_005145	G-gamma	74639_at		2788	IPR001770	PR00321		4826746	Hs.127828	ENSG00000129962	604430				
74642_r_at	74642_r_at	AI989637	Q14318	d1rot__	NM_012181	TPR	AF030635_at		23770	IPR001179	IPB000774		6225321	Hs.173464	ENSG00000105701	604840				
74644_at	74644_at	AI989720	Q96ES5		NM_018072		74644_at		55127	IPR000357			24432054	Hs.381179						
74646_at	74646_at	AA031761	Q14778	d1lvk_2	NM_004998	myosin_head	rc_AI175935_at		4643	IPR001609	PR01374		4826844	Hs.82251	ENSG00000157483	601479				
74648_at	74648_at	AI989858					74648_at							Hs.421264						
74650_at	74650_at	AI199516	P50150	d1tbge_	NM_004485	G-gamma	Msa.1725.0_at		2786	IPR001770	PR00321		6754024	Hs.32976	ENSG00000168243	604388				
74653_s_at	74653_s_at	AI990221	Q9BQI8		NM_032288		1451325_at		84248				14150033	Hs.177537	ENSG00000122068					
74655_at	74655_at	AA534224	Q9H875		NM_024653		74655_at		79706				15679980	Hs.58127	ENSG00000128563					
74657_at	74657_at	AA742276					74657_at							Hs.431310						
74659_at	74659_at	AI991121	O76022		NM_144734	SPRY	74659_at		11100	IPR003877	IPB002000		13278996	Hs.155218	ENSG00000105323	605800				
74661_at	74661_at	H20984	P39687	d1koha1	NM_006305	LRR	w91701_rc_s_at		8125	IPR001611	IPB001580		5453880	Hs.285013	ENSG00000140350	600832				
74663_s_at	74663_s_at	AI991608					74663_s_at							Hs.348842						
74664_s_at	74664_s_at	AA430224	AAH35594	d1h8ca_	NM_014607	UBX	115144_f_at		23190	IPR001012			1663704	Hs.77495						
74666_s_at	74666_s_at	AI279522	Q9Y4Q0				74666_s_at		26873	IPR003692				Hs.305882						
74668_r_at	74668_r_at	AI991887	Q9Y4Q0				74668_r_at		26873	IPR003692				Hs.305882						
74671_at	74671_at	AI992313	Q96ID0	d1h6ua2	NM_002319	LRR	Msa.19281.0_s_at		4034	IPR003592	PR00888		4505013	Hs.125742	ENSG00000077454					
74672_at	74672_at	AW001064	Q96K72	d1a26_2	NM_032789		74672_at		84875				17512096	Hs.348609						
74675_s_at	74675_s_at	AW001872	O15117		NM_001465	SH3	AF001863_at		2533	IPR002965	IPB003134		6166197	Hs.58435	ENSG00000082074	602731				
74677_at	74677_at	AA714394	P26583	d1hsm__	NM_002129	HMG_box	rc_AI044390_s_at		3148	IPR000910	IPB001580		123375	Hs.80684	ENSG00000164104	163906				
74680_r_at	74680_r_at	AW002527	O14545		NM_006700		AA168469_f_at		10906	IPR000822				Hs.5148	ENSG00000135148					
74683_at	74683_at	AI351790	Q8TBD2	d1a9na_	NM_003090	LRR	101506_at		6627	IPR003603	PR00019		4507121	Hs.80506	ENSG00000144158	603521				
74686_r_at	74686_r_at	AI207135					74686_r_at							Hs.409163						
74687_at	74687_at	AW002897					74687_at							Hs.409163						
74689_at	74689_at	AW003135	P18627		NM_002286	ig	98392_at		3902	IPR003006	IPB003006		15718682	Hs.74011	ENSG00000089692	153337				
74691_at	74691_at	AW003220	Q9Y6N1		NM_004375		74691_at		1353				4758034	Hs.241515	ENSG00000166260	603648				
74694_s_at	74694_s_at	AA907940	Q9H5N1		NM_024816	Rabaptin	74694_s_at		79874	IPR003914	IPB001101		13399336	Hs.170253						
74696_r_at	74696_r_at	AW003358	Q8N5L4	d1fgka_	NM_002609	pkinase	X04367_s_at		5159	IPR003600	IPB003306	2.7.1.37	4505683	Hs.76144	ENSG00000113721	173410			PDGFR-b	
74699_s_at	74699_s_at	AW003465	Q14789		NM_004487		112491_at		2804		IPB001664		4758454	Hs.7844		602500		Q27480		
74701_at	74701_at	AW003897	Q96EZ7		NM_005167	PP2C	1435394_s_at		389	IPR005225	IPB000251		21361256	Hs.179735	ENSG00000155366	165380				
74703_f_at	74703_f_at	N91473					74703_f_at							Hs.423534						
74705_s_at	74705_s_at	AW005599	Q9BS10		NM_001012	Ribosomal_S8e	100732_at		6202	IPR001047	IPB001047		4506743	Hs.399720	ENSG00000142937	600357				
74707_at	74707_at	AI695001	P40121	d1kcqa_	NM_001747	Gelsolin	X54511_f_at		822	IPR001974	PR00597		4502561	Hs.82422	ENSG00000042493	153615				
74710_s_at	74710_s_at	AW005790	P54852		NM_001425	PMP22_Claudin	rc_AA851618_at		2014	IPR004032	IPB000729		4503563	Hs.9999	ENSG00000142227	602335				
74712_at	74712_at	AA781373	O60636		NM_005725	transmembrane4	rc_AI228231_at		10100	IPR000301	IPB000301		21264580	Hs.234863	ENSG00000134198					
74714_at	74714_at	AW006412	AAG28379	d1f97a2	NM_144504	ig	rc_AI232375_at		50848	IPR003600	IPB003006		8393638	Hs.12284		605721				
74716_at	74716_at	AW006759	Q96GK8		NM_006368	bZIP	aa051537_s_at		10488	IPR004827	IPB003102		22219462	Hs.287921	ENSG00000107175	606443				
74718_at	74718_at	AW006973	P35268		NM_000983	Ribosomal_L22e	1371414_at		6146	IPR002671	IPB002671		6677775	Hs.326249	ENSG00000116251	180474				
74720_s_at	74720_s_at	T50670	P40222				74720_s_at		200081					Hs.83004						
74722_at	74722_at	AW007274					74722_at							Hs.334608						
74724_at	74724_at	AW007291	Q9NSS0		NM_003801	Gaa1	C80044_rc_at		8733				6754046	Hs.4742		603048				
74726_at	74726_at	AW007408	P48637	d2hgsa2	NM_000178	GSH_synthase	rc_AI179190_s_at		2937	IPR005615		6.3.2.3	4504169	Hs.82327	ENSG00000100983	601002	MAP00480			
74728_at	74728_at	AW007476	O95208	d1inza_	NM_148921	UIM	AF096269_at		22905	IPR003903	IPB001101		7662468	Hs.7407	ENSG00000072134	607263				
74729_f_at	74729_f_at	AW007506	Q9NSS0		NM_003801	Gaa1	C80044_rc_at		8733				6754046	Hs.4742		603048				
74730_at	74730_at	AW007508	Q9BQ99	d1hd1a_	NM_031266	rrm	d90151_s_at		3182	IPR000504	IPB002989		4758542	Hs.81361	ENSG00000169162	602688				
